Soberanía energética,Economía con justicia social,Ciencia tecnología y humanismo,Bienestar social,Trabajo,Estado,Distrito
,,,Oportunidades laborales a estudiantes egresados de universidades publicas.,,EDOMEX,30
,,,Creacion y optimizacion de hospitales en materia de especialidades ya que el servicio brindado es deficiente y lejos de los hogares de los enfermos.,.,EDOMEX,30
Mantener un desarrollo tecnológico con nuevas tecnologías y traer los desarrollos tecnológicos de otros países,"Trabajar en los derechos sociales de la ciudadanía con proyectos de crecimiento económico-sociales dirigido a los pobres, enfermos y personas con discapacidad",Apoyo a los ancianos,Más empleos para madres solteras y jóvenes,"Que los sindicatos sean democráticos, no charros ni corruptos",EDOMEX,31
Más proyectos para ahorro de luz,Más apoyo a los pequeños empresarios con más y mejores proyectos,Crear centro de patentes para el desarrollo del país,Incrementar el salario a trabajadores y no dejar a alos adultos mayores sin su apoyo,Seguridad,EDOMEX,31
Que haya internet gratis,"Atender al campo para impulsar la soberanía alimentaria, urge invertir capital en el campo mexicano","Que sean más congruentes en los apoyos a todo el pueblo, sobre todo a los jóvenes",Apoyo a los jóvenes para la adquisición de alguna propiedad para tener un hogar digno,Seguir incentivando a las y los trabajadores con aumento a sus salarios para tener mucho mayor rendimiento y producción del país,EDOMEX,31
Que haya trenes que funcionen con energía solar. Que se utilicen más los calentadores solares,Desarrollar un sistema nacional de investigación,Apoyo a los estudiantes y científicos para seguir avanzando,Revisar e implementar la convención de los Derechos Humanos de las personas con discapacidad,Convenios de colaboración para apoyar al primer empleo,EDOMEX,31
Inversión en energías limpias en casas y escuelas,"Fomentar las sociedades de consumo, cooperativas, mercados de consumo","Aunque se deben fortalecer las universidades para el bienestar, también se deben fortalecer a las demás universidades, frenar la corrupción en estas, especialmente la UNAM",Fortalecer los proyectos para los jóvenes así como promover que puedann emprender negocios propios,"Evitar el cobro de plaza a los tiangusitas, es injusto que se les cobre a pesar de que no haya venta",EDOMEX,31
Incentivar a personas y empresas que ocupen la reutilización de energías limpias. Hogares verde. Emoresas verdes.,"Sociedades de consumo solidario, impulsar las cooperativas",Que en las escuelas capaciten a los adultos mayores en la tecnología porque os rebasan las redes sociales,Cambiar el sistema de seguridad y bienestar para niños de la calle,Bajar el dioxido de cárbono y contaminantes de las industrias. Trabajar con energía limpias en el campo y reducir la inseguridad,EDOMEX,31
Quisiera que realmente informen sobre las energias limpias y que ayudarán a los consumidores de energía que tienen adeudos.,Poner penas más rígidas a los delincuentes y las fiscalías apoyen más a la gente que levanta las denuncias,Apoyo a los inventores locales para desarrollar tecnologías que el Estado no tiene consideradas,"Más inclusón para todos los ciudadanos, que haya trabajo sin importar la edad",Que mejoren los salarios en las empresas,EDOMEX,31
Impulsar las plantas de hidrocarbonización para transformar la basura en energía eléctrica y de gas en cada ciudad del país y en zonas con densidad poblacional que lo necesite,Promover el ahorro y estimular las utilidades a través del sistema Banco del Bienestar,Hace falta fomentar las ciencias tecnológicas,Seguir apoyando la 4T,Que haya más empleos y mejores oportunidades,EDOMEX,31
Utilizar el hidrogeno,Justicia social dando apoyo a quién más lo necesita,Que se hagan mejore universidades para todo aquel que desee estudiar,"Implementar un seguro de desempleo, apoyo a las madres solteras y cuidado de sus hijos pequeños para que ellos trabajes, continuar con los programas sociales","Más oportunidades laborales y mejores sueldos, jornadas justas y sin explotación. Que haya comedores para los trabajadores",EDOMEX,31
Seguir aprovechando todos los recursos que nuestro México tiene,"Eventos de empleo, capacitación para el trabajo de personas con discapacidad, capacitación en implementar talleres para insertar a los adultos mayores",Universidades para todos los egresados del sistema medio superior,"Más convivencia entre los vecinos, que se vea más por la comunidad","Aumentar bolsas de trabajo, bajar los honorarios de los maquileros para aumentar empleos reduciendo horas de trabajo. A la vez, aumentar turnos laborables con salario digno.",EDOMEX,31
Costos de luz de acuerdo a las necesidades del pueblo,Aumentar los lugares para la universidad,Fomentar las prácticas para usar energías limpias y no contaminantes,Escuelas de oficios o capacitación para el trabajo en toda la república,Grantizar trabajo a personas mayores de 45 años y hasta los 65 o en etapa productiva ya que hoy en día somos discriminados. Eliminar de las empresas la modalidad de contratación por obra determinada con el propósito de evitar la generación de antigüedad,EDOMEX,31
Fortalecer las energías alternativas desde la academia y la investigación con financiamiento del Estado,Que tengan más oportiunidades los comerciantes en sus permisos,Profundizar y desarrollar energía eleéctrica limpia y tecnología para la seguridad,Que los gobiernos estatales y municipales den resultados en materia social,Nuevos proyectos para poder emprender,EDOMEX,31
Utilizar energía eólica y paneles solares,Crear más empresas descentralizadas. Que la educación académica sea obligatoria,Desarrollar el litio en el transporte público,"Promover la creación de empleos dentro de la periferia, ya que por ahora todo está centralizado en las grandes ciudades, haciendo que muchos trabajadores tengan que viajar grandes distancia, quuitando tiempo y recursos que podrían ser utilizados de otra manera",Que se quiten los sindicatos,EDOMEX,31
Inclusión social y consulta con las comunidades. Transparencia y combate a la corrupción en el manejo de recursos del sector energético,Seguridad,Desarrollar la tecnología para apoyar a los adultos mayores. Incluirlos en cursos de los programs de internet,Crear el sistema nacional de empleo para que se garantice el empleo,"Tener una mejora en el ámbito laboral, mayor sueldo",EDOMEX,31
Rescatar plenamente la energía y poder apoyar al pueblo,Poner a los empresarios a que paguen los impuestos,Ampliar la inversión en educación superior,Que losjóvenes tengan una capacitación y empezar a tener experiencia laboral,Que haya más trabajo y ayuda a madres solteras,EDOMEX,31
"Implementar capacitación para el trabajo y la declaratoria del derecho humano, creación de cooperativas en la materia","Abrir esquema de proyección para ayudar a micro, media y alta demanda de emprendedores y apoyar en poner en regla a diferentes comerciantes",Autonomía al Politécnico,"Empleos para personas adultas mayores, reconociendo su conocimiento laboral",Que se mejore el sistema del trabajo,EDOMEX,31
"Tener energía limpia sería magnífico, energía de litio, lamparas solares sin tener tanta basura ni cables, y que cada empresa se haga cargo de su basura colectándola ellas mismas o pagar por llevarla al depósito, y darles un premio por cumplir con esto",Mayor vigilancia a los gobiernos estatales y municipales,Se debería impulsar a los profesionistas investigadores para que no salgan a buscar oportunidades a otros países,"Centros médicos, hospitales de especialidad",Basificación a los servidores de la nación,EDOMEX,31
Profundizar el desarrollo industrial. Electricidad limpia. Que los recursos no se privaticen. Que atiendan a nuestras peticiones y se cumplan los derechos sociales en lo rural y urbano.,"Que cuando saquen a sus mascotas, levanten su excremento, y si no lo hacen, sean multados",Impulsar la lectura a temprana edad,Considerar a las y los jóvenes para seguir estudiando y trabajando a la vez con horarios flexibles y con una admision universitaria común y no seleccionada,Eliminar el outsourcing,EDOMEX,31
"Reducción de los pagos de energía electrica y que, en atención al público, exista la base de datos de los pagos del consumidor para aclaraciones, reparación y reconexiones, pues son muy poco amables y desatentos",Que aumente el sueldo a los obrerosy que haya empleo todo el año,Impulsar a los jóvenes para que aporten al desarrollo del país,"Dejar de cobrar impuestos sobre objetos y/o mercancias, autos, obras públicas que ya pagaron impuestos, pues esto significa un fraude hacendario",Que suban los salarios en todo el país,EDOMEX,31
Revisión de las sucursales de CFE para evitar alteraciones de cobros y que se aplique el borrón y cuenta nueva,"Que se emprendan proyectos a nivel internacional para aumentar los empleos, el salario, apoyos económicos y alimenticios, y que se permita el desarrollo científico y tecnológico. Más a poyo al campo Reforzar apoyo a los pequeños empresarios. Que haya apoyos de Tandas para el Bienestar",Que no haya fuga de cerebros,"Hacer más empleos para personas con discapacidad, rampas más adecuadas y con las medidas adecuadas en toda tienda y negocio",Impuesto empresarial a tiempo,EDOMEX,31
Que no se privatice el agua,Aumentar las becas de los estudiantes de prepa y universidad,"Que sea cierto el apoyo a nuestros estudiantes con toda la tecnología, evitemos la fuga de cerebros o peor aun la frustración de los mismos, no desperdiciar su talento",No olvidar a las personas con discapaciad y a las personas enfermas de cancer y enfermedades crónico-degenerativas,"Que a todos les brinden el apoyo de vales de despensa, obreros y personalde limpieza ya que su sueldo es bajo",EDOMEX,31
"Rescatar la química y petroquímica, así como todos los derivados del petróleo para beneficio del pueblo mexicano",Aumentar los créditos para generar economía. Realizar convenios con gobiernos extranjeros para generar empleos a los mexicanos,Apoyatr a todo emprendedor que genere un proyecto innivador para producir energías. Aprovechar el gas de la basura y el agua de la lluvia,Becas para niños que no pueden estudiar,Que se basifique a los servidores de la nación,EDOMEX,31
No dar ningún contrato a empresas leoninas,Capacitación de políticos de nueva generación,Reorientar los esquemas de educación para tener datos más actualizados para todas y todos,Apoyar prioritaramente las zonas más marginadas del país,Mejores salarios y jornadas más justas para las y los trabajadores,EDOMEX,31
Considero que deberían ser más transparentes con la ciudadanía en relación a estos temas ya que no hay información accesible para quienes no contamos con medios tecnológicos y electrónicos,"Justicia para las mamás divorciadas, que se les ayude económicamente para los estudios de sus hijos",Queremos más industrias cerca de nuestros municipios para que los trabajadores estén más cerca de sus casas,"Más propuestas para gente con discapacidad, hay muchos que pueden trabajar por decisión propia, pero sobre todo porque tienen la capacidad de hacerlo, su discapacidad no los hace inutiles","Basificación a los trabajadores del ISSSTE que ya tienen muchos años, administrativos y médicos",EDOMEX,31
