Pueblos originarios y afromexicanos,Medio ambiente,Campo y autosuficiencia alimentaria,Estado,Distrito
,Hacer que la voluntad del finado Lazaro Cardenas  sobre la reserva naturales,"Mantener los apoyos a todos los campesinos asi como apoyar a todos los que necesitan trabajar en elcampo, dar trabajo a ingenieros agronomos. ",Michoacán,9
,"Todo lo que eliga la 4T estamos muy de acuerdo, sigan adelante. ",Seguridad social para los trabajadores del campo y sus familias,Michoacán,9
,"Plantar arboles, no tirar tanta basura ","Compra directa a productores y jornaleros, precios de compra a los productos de campo, mennos intermediarios, mayor apoyo a agricultores coon tecnologias: tractores y herramientas para importar la produccion del campo ",Michoacán,9
,"Supervisar que los apoyos al medio ambiente se destinen para lo que son, sembrar mas pinos, arboles, inversión en ciencia y tecnología ","Apoyo efectivo para los pequeños productores que garanticen la autosuficiencia. Garantizar el consumo de los productos cosechados sin especulaciones para su distribución, erradicar los intermediarios que tanto daño hacen y sigan haciedo al mexicano. ",Michoacán,9
,Parar la tala de pinos,Que se implementen los apoyos directamente al campesino incluyendo maquinaria. Que se de orientacion técnica sobre fertilizantes organicos que los campesinos y su famillia tenga seguridad social. ,Michoacán,9
,Proteccion de los parques nacionales,Falta incrementar los precios y presupuestos para alcanzar mas coberturas ,Michoacán,9
,Prohibir los quimicos ,Control de presios sobre la canasta basica ,Michoacán,9
,Fomentar la educación en las escuelas para que no se tire basura para evitar que los alumnos salgan con ese criterio. ,"Apoyo para todos los que producen en el campo michoacano, asesoria y apoyo para creditos.",Michoacán,9
,Concientizar a los niños y adolescentes ante el tema en las escuelas ,"Si hay volunntad de quines nos representan, tambien hay en los productores de campo",Michoacán,9
,Pprohivir el uso de los desechables,"Dar apoyo y facilidades a los agricultores, asi como impulsar el uso del suelo para el cultivo de alimentos canos oara el propio consumo de los lugareños",Michoacán,9
,LLevar acabo mas forestación ,Mas apoyo para sembrar alimentos basicos ,Michoacán,9
,Educación sobre el cuidado del agua,Mas creditos al campo sin interes ,Michoacán,9
,"Que haya mas derechos para las mujeres que respeten los animales, que no exista la discriminacion a personas homosexuales",Mas ayuda para los campesinos y sus derechos ,Michoacán,9
,Apoyo para las personas discapacitadas y las personas mayores,Consolidar este proyecto para proximos gobiernos ,Michoacán,9
,Creación de dinamicas de concientizacion sobre el medio ambiente,"Apoyo a los productores, mas programas del campo. ",Michoacán,9
,"Que no tumben pinos, cuidar el agua",Que los apoyos sean directamente a los campesinos ,Michoacán,9
,Lo esencial es cuidar los bosques,No fumigar con agroquimicos ,Michoacán,9
,,Brindar mas apoyo al productor asi como promover el uso de productos naturales ,Michoacán,9
,,Mas apoyo al camppo,Michoacán,9
,,"Mas apoyo a los pequeños, medianos  productores para mayor produccion de sus diversos productos, crecimiento para el programa procampo.",Michoacán,9
,,Un mejor proyecto para el cccampo y su desarrollo ,Michoacán,9
,,Que brinden seguridad social para el campesino  por que es el mas olvidado ,Michoacán,9
,,Vigilar los programas del campo para que sea utilizado de la mejor forma ,Michoacán,9
,,Apoyo para tractores y maquinaria seguro médico para pequeños productores más créditos bancarios con pequeños intereses para el campesino,Michoacán,9
,,"Apoyo de fertilizantes gratuitos, que sembrando vida continué, hace falta apoyos como maquinarias agrícolas, que den agroquímicos a bajo costo,  que apoyen a la composta orgánica",Michoacán,9
,,Que el programa sembrando vida continúe falta poner el campo como eje de cambio y forma de combatir la pobreza alimentaria legislar con fuerza para incorporar los precios de garantía dentro de la construcción poner incentivos a la producción de alimentos orgánicos,Michoacán,9
,,Reforzar los programas de apoyo al campo fortaleciendo su supervisión y aumentando los recursos que se inviertan en ello,Michoacán,9
,,Subsidiar el campo con insumos agrícolas establecer precios de garantía que ayuden al campo apoyo al campesino que sus productos no sean vendidos a bajo costo,Michoacán,9
,,Han hecho cambios como procesos en semillas se han dado cierta prioridad en materias primas pero falta hacer la provisión de químicos para estos frutos que en determinado tiempo Perjudican la salud que nuestros hermanos campesinos tengan su producción siempre que se respete su región y exista seguridad,Michoacán,9
,,Seguir apoyando a los pequeños productores con productos y asesoramiento,Michoacán,9
,,Que sigan los apoyos al campesino,Michoacán,9
,,Apoyar a los campesinos con todos sus productos y en su producción,Michoacán,9
,,Responsabilizar para apoyar a todos los campesinos en sus productos y en la producción,Michoacán,9
,,Apoyar directamente a los campesinos,Michoacán,9
,,Cuidar el medio ambiente y la agricultura,Michoacán,9
,,Campañas ambientales para tener más agua de esta forma habría más cosechas apoyo para la maquinaria del campesino apoyo para brindarle Seguro Social al campesino a los jornaleros,Michoacán,9
,,"Aunque yo no soy campesino sé que ha se han otorgado abonos a sus productos para la producción de granos,  hace falta un sistema más avanzado de riego para evitar y esquivar la sequía cuando exista, más apoyo económico el campo para la autosuficiencia,  hace falta que los campesinos regresen a sus lugares de origen para seguir produciendo más aquí y no en otros países",Michoacán,9
,,Han hecho varios cambios drásticos para el campesino pero falta mucho más cómo dar más suelo a los que producen maíz y aguacate,Michoacán,9
,,Apoyo de semillas fertilizantes para los campesinos que el apoyo esté destinado a los campesinos directamente apoyo a un Seguro Social,Michoacán,9
,,Apoyo directo a los campesinos no a los intermediarios créditos para tractores y maquinaria seguridad social para la familia del campesino,Michoacán,9
,,"Crear apoyos para el campesino crear cooperativas para que los campesinos no tengan intermediarios y que se encarguen ellos propios de sus alimentos,  bajar precios de la canasta básica, hace falta que reconozcan el trabajo que hacen  las amas de casa y también que se les da un apoyo económico",Michoacán,9
,,Apoyo que se designe a las personas correctas para que los pueblos sigan creciendo económicamente y así habrá más empleos ya que en ocasiones los apoyos se designan a personas que no los utilizan correctamente o que no lo necesitan verdaderamente,Michoacán,9
,,Que se garantice la educación para el campesino y jornaleros,Michoacán,9
,,Mandar más apoyo a los hogares y brindar becas para los hijos de los campesinos,Michoacán,9
,,Que los fertilizantes tengan precios accesibles para toda la población,Michoacán,9
,,Fomentar la siembra de productos básicos,Michoacán,9
,,Iniciativas para el campesino reciba precio justo en su cosecha precios justos para todos,Michoacán,9
,,Dar la ayuda a los campesinos productores para que sigan adelante y tengan mejores cosechas mayor siembra,Michoacán,9
,,"El gobierno actual de la cuarta T está actuando perfecto en beneficio del campo para el pueblo hay avances y se requiere apoyo económico a los campesinos para que produzcan pues ya estoy harto del maíz transgénico que produce cancer en riñones,  que el gobierno estatal y municipal revisen el porqué real de los precios de tortilla.",Michoacán,9
Garantizar a nuestros hijos en que todos somos iguales independientemente de la raza religión color y tradición,Cuidar el agua y regularizar fábricas,Apoyos que lleguen sin intermediarios o sin tanto trámite burocrático,Michoacán,10
acompañar a los pueblos originarios cuando tienen votaciones porque les hacen fraudes ejemplo en náhuatl que tienen un gobierno priísta y los están robando están perdiendo sus derechos,Que los que tienen hoteles campos de golf o negocios que gastan mucha agua que se les cobre más impuestos,La eficacia en los sistemas gubernamentales deben mejorar,Michoacán,10
tener traductores en lenguas indígenas en los MP en los INM,foros y talleres a grandes empresarios para que se den cuenta la falta de cuidado extenso a la naturaleza y medioambiente,los programas para el campo y la ganadería son insuficientes,Michoacán,10
bajar los fertilizantes en los primer bimestre del año tratar de evitar el racismo y clasicismo,procesos de reciclaje,el programa sembrando vida es insuficiente,Michoacán,10
fomentar el núcleo familiar a través de programas permanentes,para reutilizar productos,la ganadería está olvidada,Michoacán,10
reforzar las culturas y tradiciones indígenas,promover la educación dentro de planteles así como en el núcleo familiar y en torno sociales rurales y urbanos,Hace falta proveer y capacitar a los agricultores para la optimización de los recursos,Michoacán,10
todos somos indígenas y todos somos descendientes de pueblos originarios y algunos son descendientes de otros continentes como África pero todos somos mexicanos no a la discriminación por origen étnico,crear la verificación vehicular obligatoria,Producción para el bienestar sembrando vida fertilizantes capacitación falta para mejorar condiciones,Michoacán,10
más apoyo a los indígenas,orientar y apoyar con las condiciones para recolección de agua de lluvia no sólo en el campo también independencia de gobierno,generar proyectos para la implementación de generación de empleos,Michoacán,10
integración del indígena a las mejoras que está dando la cuarta transformación y poner énfasis en su educación,Son las industriales y trenes fuera de la ciudad,que se amplíen las condiciones para que lleguen los insumos necesarios para la producción del campo así como la compra justa de sus productos como también asegurar la Seguridad Social para que éste y su familia puedan tener bienestar,Michoacán,10
integrarlos en puestos estratégicos de la administración estatal y federal para un mejor balance de representación sociopolítico,Tener una campaña de reciclaje y no contaminación más estructurada e ir de colonia en colonia para concientizar a la sociedad ,hace falta que den más apoyo para las tierras que se siembra que haya más proyectos para sembrar diferentes cosas,Michoacán,10
al ser los más vulnerables en lo social económico y discriminación se debe analizar su importancia puesto que son parte fundamental de nuestro origen e historia,Rescatar los lagos y ríos ,el facilitar nuevos métodos para que no estén a las personas y la otra es que no todos los procedimientos no los realizan porque les falta algo,Michoacán,10
